C41-53086-102;30/;06/201100;116;0006810;4/200;03/2;0110//;0;0930/11/20;11123;8441.40;;01/86030/
C41-53086-102;30/;06/201100;116;0006840;1/200;03/2;0110//;0;0930/11/20;11123;8531.49;;01/96030/
C41-53086-102;30/;06/201100;116;0006850;2/200;03/2;0110//;0;0930/11/20;11123;8549.50;;01/96030/
C41-53086-102;30/;06/201100;116;0006860;3/200;03/2;0110//;0;0930/11/20;11123;8549.50;;01/96030/
C41-53086-102;30/;06/201100;116;0006870;4/200;03/2;0110//;0;0930/11/20;11123;8558.51;;01/96030/
C41-53086-102;30/;06/201100;116;0006880;5/200;03/2;0110//;0;0930/11/20;11123;8342.31;;01/96030/
C41-53086-102;30/;06/201100;116;0006900;5/200;03/2;0110//;0;0930/11/20;11123;8549.50;;01/86030/
C41-53086-102;30/;06/201100;116;0006920;6/200;03/2;0110//;0;0930/11/20;11123;8549.50;;01/86030/
C41-53112-102;30/;09/201401;147;0466340;5/201;12/2;0140//;0;0919/12/20;14012;34952.04;;01/40605/
C41-53113-101;01/;08/200804;157;0105410;1/201;03/2;01527/03/20;150;0231/03/20;15002;11295.98;;01/50618/
C41-53115-103;01/;08/200907;157;0144720;1/201;04/2;0150//;0;0109/04/20;15001;24601.19;;01/50609/
C41-53118-101;12/;09/200809;157;0062030;6/201;02/2;0150//;0;0112/02/20;15006;8927.00;;01/40612/
C41-53147-102;30/;11/200900;103;0010400;5/200;02/2;0100//;0;0909/04/20;10183;8320.04;;01/90322/
C41-53167-102;27/;03/201213;127;0198100;2/201;06/2;01222/06/20;120;1303/03/20;15004;9321.284006;;01/20608/
C41-53171-102;27/;02/201510;133;005842C0;3/201;08/2;0130//;0;0930/08/20;13059;92985.67;;01/30305/
C41-53171-102;27/;02/201510;153;0002940;6/201;01/2;0150//;0;0913/02/20;15006;72127.35;;01/40326/
C41-53171-102;27/;02/201510;157;0144730;1/201;04/2;0150//;0;0109/04/20;15001;24559.32;;01/50609/
C41-53177-102;30/;06/201100;086;1925160;5/200;10/2;0080//;0;0908/08/20;13062;1320.03;;01/80631/
C41-53177-102;30/;06/201100;086;2461640;6/200;12/2;0080//;0;0908/08/20;13062;1112.01;;01/80631/
C41-53207-102;30/;06/201100;086;2461650;6/200;12/2;0080//;0;0901/07/20;13065;939.32;;01/80631/
C41-53215-101;15/;10/200812;157;0034390;6/201;01/2;0150//;0;0917/02/20;15006;31647.21;;01/40620/
C41-53215-101;15/;10/200812;157;0144740;1/201;04/2;0150//;0;0109/04/20;15001;29.42;;01/50609/
C41-53228-102;09/;12/201015;143;0083440;3/201;11/2;0140//;0;0904/12/20;14013;82108.09;;01/00303/
C41-53228-102;09/;12/201015;143;0088790;4/201;11/2;0140//;0;0904/12/20;14013;82142.66;;01/00303/
C41-53232-102;30/;06/201100;086;1925640;5/200;10/2;0080//;0;0925/06/20;12103;091.65;;01/80631/
C41-53232-102;30/;06/201100;086;2334240;6/200;12/2;0080//;0;0925/06/20;12103;0659.13;;01/80631/
C41-53232-102;30/;06/201100;097;0131470;1/200;04/2;0090//;0;0925/06/20;12103;0637.53;;01/90612/
C41-53232-102;30/;06/201100;097;0191690;2/200;06/2;0090//;0;0925/06/20;12103;0659.13;;01/90605/
C41-53232-102;30/;06/201100;097;0307940;3/200;08/2;0090//;0;0930/11/20;11123;8999.80;;01/90621/
C41-53232-102;30/;06/201100;097;0391780;4/200;10/2;0090//;0;0930/11/20;11123;8393.36;;01/90612/
C41-53253-102;30/;01/201511;147;0121540;1/201;03/2;01426/03/20;140;0930/06/20;14029;5403.21;;01/40619/
C41-53253-102;30/;01/201511;157;0144750;1/201;04/2;0150//;0;0109/04/20;15001;2205.03;;01/50609/
C41-53264-102;30/;06/201100;096;0528880;1/200;06/2;0090//;0;0927/03/20;14039;02573.09;;01/86003/
C41-53264-102;30/;06/201100;096;0528890;2/200;06/2;0090//;0;0927/03/20;14039;05063.18;;01/86003/
C41-53264-102;30/;06/201100;096;0528900;3/200;06/2;0090//;0;0927/03/20;14039;05063.18;;01/86003/
C41-53264-102;30/;06/201100;096;0528910;4/200;06/2;0090//;0;0927/03/20;14039;0249.00;;01/86003/
C41-53273-101;08/;11/200810;157;0144760;1/201;04/2;0150//;0;0109/04/20;15001;21036.63;;01/50609/
C41-53277-102;06/;02/201508;157;0034430;6/201;01/2;0150//;0;0930/01/20;15008;12906.35;;01/40620/
C41-53277-102;06/;02/201508;157;0105490;1/201;03/2;01525/03/20;150;3115/04/20;15000;61783.36;;01/50618/
C41-53291-102;30/;06/201100;097;0391860;4/200;10/2;0090//;0;0930/11/20;11123;8408.51;;01/90612/
C41-53291-102;30/;06/201100;107;0082090;6/200;02/2;0100//;0;0922/06/20;12103;3401.92;;01/90608/
C41-53291-102;30/;06/201100;107;0173140;1/201;04/2;0100//;0;0930/11/20;11123;8388.73;;01/00609/
C41-53294-102;30/;06/201100;086;0222960;6/200;11/2;0080//;0;0901/12/20;11123;7692.61;;01/75320/
C41-53294-102;30/;06/201100;086;0222970;1/200;11/2;0080//;0;0930/11/20;11123;81432.99;;01/85320/
C41-53294-102;30/;06/201100;086;0222980;2/200;11/2;0080//;0;0930/11/20;11123;81456.87;;01/85320/
C41-53294-102;30/;06/201100;086;0222990;3/200;11/2;0080//;0;0930/11/20;11123;81456.87;;01/85320/
C41-53294-102;30/;06/201100;086;0223000;4/200;11/2;0080//;0;0930/11/20;11123;81480.75;;01/85320/
C41-53294-102;30/;06/201100;086;0223010;5/200;11/2;0080//;0;0930/11/20;11123;81456.87;;01/85320/
C41-53294-102;30/;06/201100;086;0223020;6/200;11/2;0080//;0;0930/11/20;11123;8143.29;;01/85320/
C41-53305-103;30/;10/201403;157;0062070;6/201;02/2;01526/02/20;150;3124/03/20;15002;83929.80;;01/40612/
C41-53305-103;30/;10/201403;157;0144770;1/201;04/2;0150//;0;0109/04/20;15001;23800.96;;01/50609/
C41-53317-102;30/;06/201100;097;0191800;2/200;06/2;0090//;0;0922/06/20;12103;3612.44;;01/90605/
C41-53317-102;30/;06/201100;097;0308040;3/200;08/2;0090//;0;0930/11/20;11123;8612.44;;01/90621/
C41-53344-102;30/;06/201406;146;0084740;3/201;08/2;0140//;0;0906/01/20;15010;5574.17;;01/40612/
C41-53344-102;30/;06/201406;147;016129C0;1/201;04/2;0140//;0;0906/01/20;15010;5555.34;;01/40614/
C41-53344-102;30/;06/201406;147;024560C0;2/201;06/2;0140//;0;0906/01/20;15010;5574.17;;01/40611/
C41-53366-101;17/;12/200801;157;0105500;1/201;03/2;01524/03/20;150;3115/04/20;15000;63154.30;;01/50618/
C41-53390-102;31/;03/201410;147;0076170;6/201;02/2;0140//;0;0928/02/20;14041;7448.05;;01/30612/
C41-53435-102;31/;08/201211;113;0008800;5/201;02/2;0110//;0;0912/11/20;14016;050913.07;;01/00321/
C41-53435-102;31/;08/201211;113;0079350;6/201;04/2;0110//;0;0912/11/20;14016;051285.05;;01/00319/
C41-53435-102;31/;08/201211;117;0121000;1/201;03/2;0110//;0;0912/11/20;14016;048689.59;;01/10618/
C41-53435-102;31/;08/201211;117;0258450;2/201;05/2;01124/05/20;110;0912/11/20;14016;046431.32;;01/10618/
C41-53435-102;31/;08/201211;117;0357650;3/201;07/2;01122/07/20;110;0912/11/20;14016;034818.06;;01/10619/
C41-53435-102;31/;08/201211;117;0443870;4/201;09/2;0110//;0;0912/11/20;14016;022194.47;;01/10620/
C41-53435-102;31/;08/201211;117;0532900;5/201;11/2;0110//;0;0912/11/20;14016;019900.24;;01/10618/
C41-53435-102;31/;08/201211;127;0044920;6/201;01/2;0120//;0;0912/11/20;14016;017445.17;;01/10618/
C41-53435-102;31/;08/201211;127;0096260;1/201;03/2;0120//;0;0912/11/20;14016;015433.20;;01/20621/
C41-53435-102;31/;08/201211;127;0180670;2/201;05/2;0120//;0;0912/11/20;14016;014296.38;;01/20618/
C41-53435-102;31/;08/201211;127;0260030;3/201;07/2;0120//;0;0912/11/20;14016;013666.97;;01/20618/
C41-53442-101;29/;01/200908;143;0062610;4/201;09/2;01402/10/20;140;3124/10/20;14017;923634.41;;01/40326/
C41-53442-101;29/;01/200908;153;0023220;1/201;03/2;01513/04/20;150;0126/03/20;15002;632325.70;;01/50326/
C41-53451-101;04/;02/200906;157;0105530;1/201;03/2;0150//;0;0118/03/20;15003;4928.68;;01/50618/
C41-53470-101;12/;02/200901;157;0034490;6/201;01/2;0150//;0;0120/01/20;15009;12451.83;;01/40620/
C41-53470-101;12/;02/200901;157;0105540;1/201;03/2;0150//;0;0118/03/20;15003;42803.65;;01/50618/
C41-53481-102;31/;07/201411;146;0088740;4/201;09/2;0140//;0;0930/09/20;14020;3320.96;;01/40625/
C41-53481-102;31/;07/201411;147;0121610;1/201;03/2;01428/03/20;140;0930/06/20;14029;5610.87;;01/40619/
C41-53481-102;31/;07/201411;147;0206830;2/201;05/2;01427/05/20;140;0930/06/20;14029;5631.58;;01/40620/
C41-53481-102;31/;07/201411;147;0281510;3/201;07/2;01423/07/20;140;0930/09/20;14020;3631.58;;01/40618/
C41-53487-101;19/;02/200908;157;0144780;1/201;04/2;0150//;0;0109/04/20;15001;2337.34;;01/50609/
C41-53513-102;30/;06/201100;097;0131910;1/200;04/2;0090//;0;0930/11/20;11123;831.38;;01/90612/
C41-53521-101;02/;03/200909;143;0065390;3/201;10/2;01422/10/20;140;3113/11/20;14015;91893.98;;01/40310/
C41-53525-102;23/;01/201509;147;0466370;5/201;12/2;0140//;0;0920/01/20;15009;164.16;;01/40605/
C41-53525-102;23/;01/201509;157;0062080;6/201;02/2;0150//;0;0112/02/20;15006;8391.34;;01/40612/
C41-53525-102;23/;01/201509;157;0144790;1/201;04/2;0150//;0;0109/04/20;15001;2147.55;;01/50609/
C41-53531-101;10/;03/200905;157;0144800;1/201;04/2;0150//;0;0109/04/20;15001;2271.26;;01/50609/
C41-53577-102;30/;06/201100;107;0173330;1/201;04/2;0100//;0;0931/07/20;13062;9268.05;;01/00609/
C41-53577-102;30/;06/201100;107;0263340;2/201;06/2;01023/06/20;100;0931/07/20;13062;9277.13;;01/00608/
C41-53577-102;30/;06/201100;107;0361510;3/201;08/2;01017/08/20;100;0931/07/20;13062;9277.13;;01/00611/
C41-53592-102;30/;06/201100;097;019231C0;2/200;06/2;0090//;0;0930/11/20;11123;8305.78;;01/90605/
C41-53616-102;30/;06/201124;107;0337930;3/201;07/2;0100//;0;0930/11/20;11123;85234.11;;01/00615/
C41-53618-103;01/;11/201006;157;0062100;6/201;02/2;0150//;0;0112/02/20;15006;8312.03;;01/40612/
C41-53618-103;01/;11/201006;157;0144810;1/201;04/2;0150//;0;0109/04/20;15001;2301.80;;01/50609/
C41-53641-102;31/;08/201408;137;0521830;5/201;11/2;01327/11/20;130;0903/03/20;15004;974895.85;;01/30620/
C41-53641-102;31/;08/201408;147;0036570;6/201;01/2;01429/01/20;140;0903/03/20;15004;974073.70;;01/30621/
C41-53641-102;31/;08/201408;147;0121660;1/201;03/2;01426/03/20;140;0930/09/20;14020;371645.06;;01/40619/
C41-53641-102;31/;08/201408;147;0206900;2/201;05/2;01426/05/20;140;0930/09/20;14020;370314.78;;01/40620/
C41-53641-102;31/;08/201408;147;0281550;3/201;07/2;0140//;0;0930/07/20;14026;559579.05;;01/40618/
C41-53668-103;30/;10/201412;133;0058430;3/201;08/2;0130//;0;0930/08/20;13059;91164.45;;01/30305/
C41-53668-103;30/;10/201412;143;0004390;5/201;01/2;0140//;0;0917/02/20;14042;81815.95;;01/30316/
C41-53677-101;29/;04/200904;157;0062110;6/201;02/2;01526/02/20;150;0924/03/20;15002;8859.45;;01/40612/
C41-53709-102;31/;10/201000;097;0308440;3/200;08/2;0090//;0;0904/03/20;11150;9190.82;;01/90621/
C41-53709-102;31/;10/201000;097;0392480;4/200;10/2;0090//;0;0904/03/20;11150;9281.68;;01/90612/
C41-53709-102;31/;10/201000;097;0480370;5/200;12/2;0090//;0;0904/03/20;11150;9136.30;;01/90608/
C41-53710-102;27/;06/201408;147;0324880;3/201;08/2;0140//;0;1315/10/20;14018;8973.051506;;01/40614/
C41-53720-102;19/;04/201201;127;0198170;2/201;06/2;0120//;0;0930/12/20;14011;22204.94;;01/20608/
C41-53734-102;30/;06/201110;097;0392550;4/200;10/2;0090//;0;0930/11/20;11123;813321.57;;01/90612/
C41-53735-102;30/;06/201100;097;0480440;5/200;12/2;0090//;0;0908/12/20;11123;06.68;;01/90608/
C41-53738-102;30/;09/201208;127;0260110;3/201;07/2;01219/07/20;120;1023/01/20;14045;3133737.61;;01/20618/
C41-53738-102;30/;09/201208;127;0327200;4/201;09/2;0120//;0;1023/01/20;14045;3135282.80;;01/20618/
C41-53765-102;27/;03/201501;143;0136150;6/201;12/2;01414/01/20;150;0926/02/20;15005;4160.96;;01/10319/
C41-53778-102;30/;06/201100;107;0082810;6/200;02/2;0100//;0;0908/12/20;11123;0187.81;;01/90608/
C41-53813-102;31/;01/201109;097;0480610;5/200;12/2;0090//;0;0908/12/20;14013;458119.60;;01/90608/
C41-53813-102;31/;01/201109;103;0004850;4/200;02/2;0100//;0;0909/12/20;14013;349698.76;;01/90309/
C41-53813-102;31/;01/201109;103;0019250;6/200;03/2;0100//;0;0909/12/20;14013;352107.61;;01/90326/
C41-53813-102;31/;01/201109;107;0173630;1/201;04/2;0100//;0;0909/12/20;14013;348647.82;;01/00609/
C41-53813-102;31/;01/201109;107;0225190;2/201;05/2;0100//;0;0909/12/20;14013;335867.68;;01/00611/
C41-53813-102;31/;01/201109;107;0338220;3/201;07/2;01023/07/20;100;0909/12/20;14013;318083.60;;01/00615/
C41-53813-102;31/;01/201109;107;0572240;4/201;09/2;01008/10/20;100;0909/12/20;14013;314481.23;;01/00612/
C41-53813-102;31/;01/201109;107;0863450;5/201;11/2;0100//;0;0909/12/20;14013;316840.19;;01/00618/
C41-53813-102;31/;01/201109;117;0051130;6/201;01/2;0110//;0;0909/12/20;14013;316891.45;;01/00618/
C41-53820-103;01/;07/201106;157;0105680;1/201;03/2;0150//;0;0118/03/20;15003;41846.74;;01/50618/
C41-53832-102;30/;06/201100;107;0263580;2/201;06/2;01008/07/20;100;0908/12/20;11123;0161.46;;01/00608/
C41-53844-102;30/;06/201118;107;0338230;3/201;07/2;01030/07/20;100;0930/11/20;11123;8277.51;;01/00615/
C41-53844-102;30/;06/201118;107;0863490;5/201;11/2;0100//;0;0930/11/20;11123;8277.51;;01/00618/
C41-53850-101;10/;07/200910;153;0023230;1/201;03/2;01513/04/20;150;0126/03/20;15002;63338.67;;01/50326/
C41-53875-103;01/;07/201107;157;0144820;1/201;04/2;0150//;0;0109/04/20;15001;2370.23;;01/50609/
C41-53897-102;31/;12/201210;123;0179640;4/201;12/2;0120//;0;0922/01/20;13081;9152016.94;;01/20314/
C41-53897-102;31/;12/201210;127;0420570;5/201;11/2;0120//;0;0904/12/20;12086;858437.48;;01/20621/
C41-53935-102;31/;05/201206;103;0047210;2/201;05/2;0100//;0;1410/11/20;11125;88988.61;;01/00326/
C41-53935-102;31/;05/201206;103;0061160;1/201;07/2;0100//;0;0909/12/20;14013;38503.87;;01/00319/
C41-53935-102;31/;05/201206;117;0171700;1/201;04/2;0110//;0;0909/12/20;14013;312456.95;;01/10611/
C41-53935-102;31/;05/201206;117;0281180;2/201;06/2;0110//;0;0909/12/20;14013;319110.88;;01/10612/
C41-53935-102;31/;05/201206;117;0378590;3/201;08/2;0110//;0;0908/12/20;14013;424332.04;;01/10610/
C41-53935-102;31/;05/201206;117;0444230;4/201;09/2;0110//;0;0909/12/20;14013;324731.09;;01/10620/
C41-53935-102;31/;05/201206;117;0533210;5/201;11/2;0110//;0;0909/12/20;14013;324950.77;;01/10618/
C41-53935-102;31/;05/201206;127;0045190;6/201;01/2;0120//;0;0909/12/20;14013;318987.42;;01/10618/
C41-53935-102;31/;05/201206;127;0096440;1/201;03/2;0120//;0;0909/12/20;14013;322979.48;;01/20621/
C41-53935-102;31/;05/201206;127;0180850;2/201;05/2;0120//;0;0909/12/20;14013;324235.24;;01/20618/
C41-54013-103;01/;06/201107;153;0015190;5/201;03/2;0150//;0;0808/04/20;15001;31057.01;;01/40305/
C41-54013-103;01/;06/201107;157;0034730;6/201;01/2;01528/01/20;150;0927/03/20;15002;53400.29;;01/40620/
C41-54013-103;01/;06/201107;157;0105760;1/201;03/2;0150//;0;0118/03/20;15003;4563.74;;01/50618/
C41-54017-102;28/;02/201000;097;0393050;4/200;10/2;0090//;0;0930/11/20;11123;818.17;;01/90612/
C41-54017-102;28/;02/201000;107;0083160;6/200;02/2;0100//;0;0930/11/20;11123;8427.06;;01/90608/
C41-54023-101;04/;09/200901;157;0144830;1/201;04/2;0150//;0;0109/04/20;15001;2271.26;;01/50609/
C41-54040-101;09/;09/200910;157;0105800;1/201;03/2;0150//;0;0118/03/20;15003;49541.56;;01/50618/
C41-54044-102;30/;06/201100;097;0480930;5/200;12/2;00902/01/20;100;0930/11/20;11123;8254.41;;01/90608/
C41-54055-103;01/;04/201303;146;0088470;1/201;09/2;01426/09/20;140;0912/01/20;15009;98361.872034;;01/05718/
C41-54055-103;01/;04/201303;146;0088480;2/201;09/2;01426/09/20;140;0912/01/20;15009;933857.892034;;01/05718/
C41-54055-103;01/;04/201303;146;0088490;3/201;09/2;01426/09/20;140;0912/01/20;15009;975521.322034;;01/05718/
C41-54055-103;01/;04/201303;146;0088500;4/201;09/2;01426/09/20;140;0912/01/20;15009;9108828.242034;;01/05718/
C41-54055-103;01/;04/201303;146;0088520;5/201;09/2;01426/09/20;140;0912/01/20;15009;9137901.742034;;01/05718/
C41-54055-103;01/;04/201303;146;0088530;6/201;09/2;01426/09/20;140;0912/01/20;15009;9139496.272034;;01/05718/
C41-54056-102;17/;02/201504;157;0144840;1/201;04/2;0150//;0;0109/04/20;15001;2827.68;;01/50609/
C41-54088-101;21/;09/200905;117;0464120;4/201;10/2;0110//;0;0929/11/20;13050;8322.67;;01/10611/
C41-54088-101;21/;09/200905;127;0118220;1/201;04/2;01224/04/20;120;0929/11/20;13050;82280.36;;01/20611/
C41-54106-102;28/;11/201404;137;0352580;3/201;08/2;0130//;0;1424/07/20;14027;1144958.80;;01/30608/
C41-54106-102;28/;11/201404;143;0004410;5/201;01/2;01431/01/20;140;1408/10/20;14019;578929.09;;01/30316/
C41-54106-102;28/;11/201404;157;0062160;6/201;02/2;0150//;0;0927/03/20;15002;5262.03;;01/40612/
C41-54118-102;30/;06/201100;107;057453C0;4/201;09/2;01012/10/20;100;0930/11/20;11123;8154.14;;01/00612/
C41-54132-102;30/;06/201100;097;0481130;5/200;12/2;0090//;0;0930/11/20;11123;846.55;;01/90608/
C41-54133-102;23/;01/201503;147;0466450;5/201;12/2;0140//;0;0926/02/20;15005;44346.88;;01/40605/
C41-54133-102;23/;01/201503;157;0062180;6/201;02/2;0150//;0;0927/03/20;15002;53905.32;;01/40612/
C41-54133-102;23/;01/201503;157;0105890;1/201;03/2;0150//;0;0118/03/20;15003;41455.19;;01/50618/
C41-54178-103;10/;10/201411;147;032490C0;3/201;08/2;0140//;0;2509/12/20;14013;35190.11;;01/40614/
C41-54181-102;30/;06/201100;107;0575000;4/201;09/2;01012/10/20;100;0928/05/20;12105;81658.99;;01/00612/
C41-54195-102;31/;07/201000;107;0338560;3/201;07/2;0100//;0;0930/11/20;11123;8325.36;;01/00615/
C41-54204-102;30/;01/201513;147;0443120;5/201;11/2;0140//;0;0928/11/20;14014;41667.94;;01/40619/
C41-54231-102;13/;04/201513;143;0131990;5/201;12/2;01426/12/20;140;3103/02/20;15007;7590.27;;01/10315/
C41-54231-102;13/;04/201513;143;0136170;6/201;12/2;0140//;0;3110/02/20;15007;01028.75;;01/10319/
C41-54239-101;18/;11/200910;157;0144850;1/201;04/2;0150//;0;0109/04/20;15001;240.62;;01/50609/
C41-54241-102;27/;03/201507;113;0134940;3/201;08/2;0110//;0;0923/08/20;11133;71333.59;;01/10303/
C41-54241-102;27/;03/201507;157;0105960;1/201;03/2;0150//;0;0118/03/20;15003;422861.89;;01/50618/
C41-54269-101;26/;11/200913;157;0144860;1/201;04/2;0150//;0;0109/04/20;15001;22057.48;;01/50609/
C41-54281-101;30/;11/200904;157;0062200;6/201;02/2;0150//;0;0112/02/20;15006;85.34;;01/40612/
C41-54305-102;31/;12/201101;113;0159170;5/201;12/2;0110//;0;0913/11/20;13052;423874.43;;01/10301/
C41-54307-101;07/;12/200907;157;0106000;1/201;03/2;0150//;0;0118/03/20;15003;41085.04;;01/50618/
C41-54339-103;01/;09/201000;157;0144870;1/201;04/2;0150//;0;0109/04/20;15001;2271.26;;01/50609/
C41-54351-101;05/;01/201013;157;0106020;1/201;03/2;0150//;0;0118/03/20;15003;447802.48;;01/50618/
C41-54353-102;31/;07/201102;107;0083700;6/200;02/2;0100//;0;0931/07/20;13062;9446.12;;01/90608/
C41-54353-102;31/;07/201102;117;0051700;6/201;01/2;0110//;0;0931/07/20;13062;91600.77;;01/00618/
C41-54378-101;12/;01/201010;157;0062220;6/201;02/2;01526/02/20;150;3124/03/20;15002;8320.24;;01/40612/
C41-54390-101;15/;01/201008;157;0106040;1/201;03/2;0150//;0;0118/03/20;15003;42832.26;;01/50618/
C41-54402-101;20/;01/201007;153;0023240;1/201;03/2;0150//;0;0126/03/20;15002;6200.30;;01/50326/
C41-54405-102;27/;02/201509;157;0035010;6/201;01/2;0150//;0;0912/02/20;15006;82729.45;;01/40620/
C41-54405-102;27/;02/201509;157;0106060;1/201;03/2;0150//;0;0924/03/20;15002;8671.36;;01/50618/
C41-54429-102;09/;10/201409;153;0015200;5/201;03/2;0150//;0;0927/03/20;15002;51087.26;;01/40305/
C41-54434-102;27/;02/201513;157;0106080;1/201;03/2;0150//;0;0118/03/20;15003;43560.12;;01/50618/
C41-54435-101;16/;01/201009;157;0144880;1/201;04/2;0150//;0;0109/04/20;15001;29034.72;;01/50609/
C41-54454-103;22/;11/201404;157;0144890;1/201;04/2;0150//;0;0109/04/20;15001;211761.36;;01/50609/
C41-54465-103;22/;11/201405;107;0577280;4/201;09/2;01018/10/20;100;0928/03/20;12111;92839.03;;01/00612/
C41-54470-102;31/;08/201000;107;0264290;2/201;06/2;0100//;0;0929/06/20;10175;7602.89;;01/00608/
C41-54473-102;30/;06/201100;107;0174520;1/201;04/2;0100//;0;0902/04/20;12111;4296.50;;01/00609/
C41-54473-102;30/;06/201100;107;0264310;2/201;06/2;01023/06/20;100;0902/04/20;12111;4669.86;;01/00608/
C41-54473-102;30/;06/201100;107;0362130;3/201;08/2;01017/08/20;100;0902/04/20;12111;4608.68;;01/00611/
C41-54479-102;30/;06/201119;107;0880690;5/201;12/2;0100//;0;0908/07/20;13065;2101.30;;01/00614/
C41-54487-103;01/;02/201107;157;0106110;1/201;03/2;01525/03/20;150;3115/04/20;15000;64380.95;;01/50618/
C41-54525-102;30/;04/201204;123;0003640;1/201;04/2;0120//;0;0123/01/20;14045;3132.911506;;01/20303/
C41-54532-102;27/;02/201504;147;0466520;5/201;12/2;0140//;0;0930/01/20;15008;1269.20;;01/40605/
C41-54532-102;27/;02/201504;157;0062250;6/201;02/2;01507/04/20;150;0112/02/20;15006;826.48;;01/40612/
C41-54544-101;01/;03/201001;157;0106140;1/201;03/2;01525/03/20;150;3115/04/20;15000;62922.20;;01/50618/
C41-54548-101;02/;03/201004;157;0144900;1/201;04/2;0150//;0;0109/04/20;15001;2813.57;;01/50609/
C41-54560-103;28/;10/201413;143;0065400;3/201;10/2;0140//;0;0908/12/20;14013;46722.09;;01/40310/
C41-54560-103;28/;10/201413;147;0443310;5/201;11/2;0140//;0;0926/11/20;14014;696031.04;;01/40619/
C41-54560-103;28/;10/201413;153;0023250;1/201;03/2;0150//;0;0126/03/20;15002;61162.48;;01/50326/
C41-54560-103;28/;10/201413;157;0035120;6/201;01/2;0150//;0;1305/03/20;15004;7125341.480401;;01/40620/
C41-54560-103;28/;10/201413;157;0144910;1/201;04/2;0150//;0;0109/04/20;15001;212.27;;01/50609/
C41-54564-101;08/;03/201005;157;0062270;6/201;02/2;01528/02/20;150;3125/03/20;15002;7549.25;;01/40612/
C41-54564-101;08/;03/201005;157;0144920;1/201;04/2;0150//;0;0109/04/20;15001;2344.83;;01/50609/
C41-54574-101;10/;03/201012;153;0015210;5/201;03/2;01517/03/20;150;0808/04/20;15001;3505.27;;01/40305/
C41-54574-101;10/;03/201012;153;0023260;1/201;03/2;01513/04/20;150;0126/03/20;15002;61022.59;;01/50326/
C41-54574-101;10/;03/201012;157;0062280;6/201;02/2;01526/02/20;150;3124/03/20;15002;81502.74;;01/40612/
C41-54578-101;01/;03/201001;146;0096630;2/201;11/2;0140//;0;4231/03/20;15002;13647.152032;;01/05727/
C41-54578-101;01/;03/201001;146;0096640;3/201;11/2;0140//;0;4231/03/20;15002;14459.732032;;01/05727/
C41-54578-101;01/;03/201001;146;0096650;4/201;11/2;0140//;0;4231/03/20;15002;15748.072032;;01/05727/
C41-54578-101;01/;03/201001;146;0096660;5/201;11/2;0140//;0;4231/03/20;15002;15655.402032;;01/05727/
C41-54578-101;01/;03/201001;146;0096680;6/201;11/2;0140//;0;4231/03/20;15002;15655.402032;;01/05727/
C41-54578-101;01/;03/201001;146;0096710;1/201;11/2;0140//;0;4231/03/20;15002;13203.052032;;01/15727/
C41-54578-101;01/;03/201001;146;0096720;2/201;11/2;0140//;0;4231/03/20;15002;13240.702032;;01/15727/
C41-54578-101;01/;03/201001;146;0096730;3/201;11/2;0140//;0;4231/03/20;15002;13379.462032;;01/15727/
C41-54578-101;01/;03/201001;146;0096740;4/201;11/2;0140//;0;4231/03/20;15002;13529.742032;;01/15727/
C41-54578-101;01/;03/201001;146;0096750;5/201;11/2;0140//;0;4231/03/20;15002;13379.472032;;01/15727/
C41-54578-101;01/;03/201001;146;0096770;6/201;11/2;0140//;0;4231/03/20;15002;13233.302032;;01/15727/
C41-54578-101;01/;03/201001;146;0096780;1/201;11/2;0140//;0;4231/03/20;15002;139484.872032;;01/25727/
C41-54578-101;01/;03/201001;146;0096800;2/201;11/2;0140//;0;4231/03/20;15002;140142.962032;;01/25727/
C41-54578-101;01/;03/201001;146;0096810;3/201;11/2;0140//;0;4231/03/20;15002;140142.962032;;01/25727/
C41-54578-101;01/;03/201001;146;0096820;4/201;11/2;0140//;0;4231/03/20;15002;140801.062032;;01/25727/
C41-54578-101;01/;03/201001;146;0096830;5/201;11/2;0140//;0;4231/03/20;15002;140142.922032;;01/25727/
C41-54578-101;01/;03/201001;146;0096840;6/201;11/2;0140//;0;4231/03/20;15002;140142.922032;;01/25727/
C41-54580-103;01/;01/201311;157;0144930;1/201;04/2;0150//;0;0109/04/20;15001;21904.23;;01/50609/
C41-54610-102;30/;11/201208;113;0134980;3/201;08/2;0110//;0;0913/03/20;12113;412800.63;;01/10303/
C41-54610-102;30/;11/201208;113;0139390;2/201;08/2;0110//;0;0913/03/20;12113;45007.36;;01/10312/
C41-54610-102;30/;11/201208;117;0550360;5/201;12/2;0110//;0;0913/03/20;12113;4955.24;;01/10612/
C41-54650-102;22/;12/201409;147;0385240;4/201;10/2;0140//;0;0931/10/20;14017;2273.62;;01/40610/
C41-54650-102;22/;12/201409;147;0466530;5/201;12/2;0140//;0;0919/12/20;14012;3269.20;;01/40605/
C41-54650-102;22/;12/201409;157;0062300;6/201;02/2;0150//;0;0112/02/20;15006;8229.48;;01/40612/
C41-54684-101;19/;04/201003;157;0144950;1/201;04/2;0150//;0;0109/04/20;15001;2290.22;;01/50609/
C41-54714-101;27/;04/201010;157;0106210;1/201;03/2;0150//;0;0118/03/20;15003;41185.47;;01/50618/
C41-54721-101;28/;04/201010;157;0035220;6/201;01/2;01530/01/20;150;0518/03/20;15003;445589.80;;01/40620/
